id,waterway,destination,name
way/449155917,ditch,,
way/449157571,drain,,永豐圳9支3分
way/449157575,drain,,
way/449157582,stream,,枋仔崙溪
way/449169841,stream,,
way/449304074,stream,,
way/449306629,stream,,
way/449352899,ditch,,
way/449352900,ditch,,
way/449622291,stream,,
way/449622292,stream,,
way/449622293,stream,,
way/449779875,stream,,油車溪
way/449779880,river,,
way/450953133,stream,,
way/451335074,river,,
way/451335075,river,,
way/451758723,river,,峨嵋溪
way/451771192,river,,
way/451771193,river,,
way/451805335,ditch,,
way/451805336,ditch,,
way/451805337,ditch,,
way/451805338,canal,,石門大圳
way/451805339,canal,,石門大圳
way/451850890,stream,,
way/452193088,stream,,
way/452230064,stream,,枋溪(排水線)
way/452230065,stream,,福安坑溪(排水線)
way/452356645,drain,,
way/452356646,drain,,
way/452376280,drain,,
way/452376281,drain,,
way/452376282,drain,,
way/452376923,drain,,
way/452485460,stream,,
way/452608855,ditch,,
way/452965581,drain,,
way/453182699,drain,,
way/453182700,drain,,
way/453182705,drain,,
way/453485200,stream,,
way/453485202,stream,,
way/453485204,stream,,
way/453485205,stream,,
way/453485206,stream,,
way/453485207,stream,,
way/453485208,stream,,
way/453485209,stream,,千人洞溪
way/453485210,stream,,
way/453648229,ditch,,
way/454116019,stream,,
way/454116020,stream,,
way/454116021,stream,,
way/454116023,stream,,
way/454116024,stream,,
way/454116025,stream,,
way/454116026,stream,,
way/454228497,stream,,
way/454228498,stream,,
way/454311842,stream,,
way/454311843,stream,,
way/454413108,drain,,
way/454413109,drain,,
way/454591344,drain,,猴洞圳水管橋
way/454662790,stream,,
way/454662791,stream,,
way/454662792,stream,,
way/454773892,ditch,,
way/454773893,ditch,,
way/454773989,ditch,,
way/454773990,ditch,,
way/454814663,river,,
way/454837070,stream,,
way/454837072,stream,,
way/454837075,stream,,
way/454837081,stream,,
way/454837083,stream,,
way/454837086,stream,,
way/454837088,stream,,
way/454841424,stream,,
way/454903752,stream,,
way/454903753,stream,,
way/454903766,stream,,
way/454903767,stream,,
way/454903768,drain,,
way/454903772,drain,,
way/454903773,drain,,
way/454903776,drain,,
way/454903777,drain,,
way/454903778,drain,,
way/454903779,drain,,
way/454903780,drain,,
way/454903781,drain,,
way/454903782,drain,,
way/454903783,stream,,
way/455007297,stream,,阿基巴溪
way/455007298,stream,,
way/455007299,stream,,阿其巴溪
way/455007300,stream,,
way/455065281,stream,,
way/455065282,stream,,
way/455270031,drain,,
way/455270035,drain,,
way/455270036,drain,,
way/455270064,river,,牛欄河
way/455270066,river,,牛欄河
way/455270129,drain,,
way/455273546,stream,,
way/455273548,stream,,
way/455273549,stream,,
way/455273556,stream,,
way/455875021,stream,,
way/455875022,drain,,
way/456129430,stream,,陽明溪
way/456129431,stream,,陽明溪
way/456299448,stream,,
way/456299451,stream,,
way/456390661,drain,,
way/456390666,drain,,
way/456513659,stream,,
way/456513660,stream,,
way/456513663,stream,,
way/456513664,stream,,
way/456513666,stream,,陽明溪
way/456513667,stream,,陽明溪
way/456606164,drain,,
way/456611429,ditch,,
way/456611431,ditch,,
way/456612302,ditch,,
way/456614102,drain,,
way/456714732,ditch,,
way/456714733,ditch,,
way/456768577,ditch,,
way/456768581,ditch,,
way/456795899,stream,,
way/456795900,stream,,
way/456795901,stream,,
way/456795902,stream,,
way/456795906,stream,,
way/456795907,stream,,
way/456982836,stream,,
way/456982840,stream,,
way/456982867,stream,,
way/456982874,stream,,
way/456982879,stream,,
way/456982889,drain,,
way/456982890,drain,,
way/456982891,drain,,
way/457005776,drain,,
way/457005780,drain,,
way/457007207,drain,,
way/457007208,drain,,
way/457102541,stream,,
way/457102542,stream,,
way/457105086,stream,,
way/457105416,stream,,公林溪
way/457105419,stream,,
way/457105421,stream,,
way/457374007,stream,,
way/457456917,drain,,
way/457458545,ditch,,
way/457461065,drain,,
way/457642637,stream,,
way/457642638,stream,,
way/457642640,stream,,
way/457642641,stream,,
way/457830083,stream,,
way/458041191,drain,,
way/458041193,drain,,
way/458041243,drain,,
way/458041246,drain,,
way/458041248,drain,,
way/458041249,drain,,
way/458041251,drain,,
way/458041253,drain,,
way/458041254,drain,,
way/458041256,drain,,
way/458041258,drain,,
way/458099680,river,,刺仔埔溪
way/458099682,river,,刀石坑溪
way/458105620,stream,,
way/458105621,stream,,
way/458200564,stream,,
way/458200566,river,,
way/458202436,stream,,
way/458202911,stream,,
way/458202912,stream,,
way/458202913,stream,,
way/458202914,stream,,
way/458202916,stream,,
way/458410414,stream,,
way/458410415,stream,,
way/458410416,stream,,
way/458410417,stream,,
way/458410418,stream,,
way/458410419,stream,,
way/458410420,stream,,
way/458410421,stream,,
way/458410422,stream,,
way/458410423,stream,,泰崗溪
way/458411071,stream,,
way/458593712,stream,,
way/458593713,stream,,
way/458593714,stream,,
way/458593715,stream,,泰崗溪
way/458593716,stream,,
way/458593717,stream,,
way/458593718,stream,,
way/458593719,stream,,
way/458593720,stream,,
way/458593721,stream,,
way/458595501,river,,玉峰溪
way/458595502,stream,,
way/458595503,stream,,
way/458595504,stream,,
way/458595505,stream,,
way/459095760,stream,,
way/459095761,stream,,
way/459095762,stream,,
way/459097114,stream,,
way/459097115,stream,,
way/459097116,stream,,
way/459097117,stream,,
way/459097118,stream,,
way/459097119,stream,,
way/459097120,stream,,
way/459097121,stream,,
way/459097122,stream,,
way/459115037,river,,谷溪
way/459115039,river,,谷溪
way/459393593,stream,,劉厝埔圳
way/459436979,stream,,
way/459436981,stream,,
way/459436983,stream,,
way/459436985,stream,,
way/459446805,ditch,,
way/459504847,ditch,,
way/459819241,stream,,
way/459839064,canal,,
way/459845584,river,,
way/459845589,river,,
way/459845592,river,,
way/459922015,stream,,
way/459966302,stream,,
way/459966303,stream,,
way/460025670,canal,,中興圳幹線
way/460125856,stream,,
way/460125857,stream,,
way/460190570,stream,,
way/460190571,stream,,
way/460193465,stream,,
way/460361094,drain,,
way/460366200,drain,,
way/460459429,drain,,
way/460459438,drain,,
way/460548820,stream,,
way/460548821,stream,,
way/460845181,stream,,大崛溪
way/460845182,stream,,
way/460853597,stream,,白嶺溪
way/460855859,stream,,
way/460855860,stream,,
way/460855861,stream,,
way/460855862,stream,,
way/460855863,stream,,
way/460855864,stream,,
way/460855865,stream,,
way/460855866,stream,,
way/460855867,stream,,
way/460855868,stream,,
way/460855869,stream,,
way/460855870,stream,,
way/460855871,stream,,
way/460855872,stream,,
way/460855873,stream,,白嶺溪
way/460855874,stream,,
way/460855875,stream,,
way/460855876,stream,,
way/460888007,stream,,
way/460888008,stream,,
way/461051310,stream,,
way/461051322,stream,,
way/461051324,stream,,
way/461051327,stream,,
way/461051330,stream,,
way/461051334,stream,,
way/461051336,stream,,
way/461132566,stream,,南勢坑
way/461132567,stream,,南勢坑
way/461132576,stream,,南勢坑
way/461132577,stream,,南勢坑
way/461132578,stream,,南勢坑
way/461132579,stream,,南勢坑
way/461132582,stream,,南勢坑
way/461132583,stream,,南勢坑
way/461361239,stream,,白嶺溪
way/461361240,stream,,
way/461365959,stream,,流興溪
way/461591744,ditch,,
way/461591745,ditch,,
way/461591746,ditch,,
way/461591747,ditch,,
way/461937996,stream,,
way/461937997,stream,,
way/461996351,stream,,
way/461996353,stream,,十八重溪
way/461996690,stream,,
way/461996691,stream,,
way/461996692,stream,,
way/461996693,stream,,
way/462238556,stream,,
way/462238557,stream,,
way/462238559,stream,,
way/462238561,stream,,
way/462238563,stream,,
way/462238565,stream,,東巒大山西溪
way/462238569,stream,,
way/462238571,stream,,比阿庫透康溪
way/462274390,stream,,
way/462319074,drain,,
way/462319075,drain,,埤麻大排
way/462326555,stream,,
way/462326556,stream,,
way/462326557,stream,,
way/462688258,drain,,
way/462689288,drain,,
way/462784594,drain,,
way/462813797,drain,,
way/462837661,ditch,,
way/462837687,ditch,,
way/462837688,ditch,,
way/462837689,ditch,,
way/462837690,ditch,,
way/462852642,drain,,
way/462852651,drain,,
way/462857917,stream,,
way/462857918,stream,,
way/463008362,canal,,
way/463052856,drain,,
way/463068370,stream,,深水溪
way/463068371,stream,,
way/463068372,stream,,
way/463068373,stream,,
way/463068374,stream,,
way/463095374,drain,,
way/463102695,drain,,
way/463102706,drain,,
way/463260840,drain,,
way/463260841,drain,,
way/463364624,stream,,
way/463387735,canal,,
way/463387736,drain,,
way/463399169,drain,,
way/463407897,drain,,
way/463407902,drain,,
way/463427748,drain,,地下水道
way/463427749,drain,,地下水道
way/463437764,drain,,
way/463437767,drain,,
way/463575719,drain,,龍巖支線
way/463595468,drain,,
way/463617368,drain,,龍巖支線
way/463617369,drain,,龍巖支線
way/463617371,canal,,
way/463617372,canal,,新莊子排水
way/463650556,stream,,
way/463669276,drain,,
way/463669288,canal,,八角亭大排水溝
way/463726325,drain,,
way/463866279,stream,,
way/463866280,stream,,
way/464023280,drain,,
way/464023281,drain,,
way/464023283,drain,,
way/464313014,drain,,元長分線
way/464315675,drain,,
way/464364116,stream,,
way/464460308,stream,,
way/464514897,stream,,
way/464514898,stream,,
way/464514899,stream,,
way/464514900,stream,,
way/464577096,ditch,,
way/464636516,stream,,
way/464688060,stream,,
way/464688073,river,,
way/464688074,stream,,
way/464688075,stream,,
way/464707576,river,,南坑溪
way/464707577,river,,南坑溪
way/464707579,river,,北坑溪
way/464707580,river,,南坑溪
way/464844350,stream,,
way/464870721,stream,,
way/464930523,drain,,
way/465102734,stream,,
way/465102735,stream,,
way/465196545,canal,,
way/465199286,drain,,
way/465210060,canal,,
way/465210064,canal,,
way/465214804,stream,,
way/465216634,drain,,
way/465216635,drain,,
way/465390991,drain,,新社圳
way/465390992,ditch,,
way/465390993,drain,,新社圳
way/465390994,ditch,,新社圳
way/465390995,ditch,,新社圳
way/465390996,drain,,新社圳
way/465391007,drain,,
way/465434759,stream,,古魯溪
way/465434760,stream,,
way/465434761,stream,,出水溪
way/465434764,stream,,
way/465434765,stream,,
way/465434766,stream,,
way/465434767,stream,,
way/465434768,stream,,
way/465434769,stream,,
way/465434771,stream,,
way/465434772,stream,,
way/465434773,stream,,
way/465434774,stream,,
way/465586625,stream,,
way/465586626,stream,,
way/465586627,stream,,
way/465586628,stream,,
way/465586629,stream,,
way/465598444,stream,,
way/465598445,stream,,
way/465598446,stream,,
way/465598447,stream,,
way/465598448,stream,,
way/465598449,stream,,
way/465598450,stream,,
way/465598451,stream,,
way/465598452,stream,,
way/465616379,drain,,
way/465616382,drain,,公館圳
way/465683044,stream,,
way/465683048,stream,,
way/465683051,stream,,
way/465683059,stream,,
way/465683061,stream,,
way/465683075,stream,,
way/465683099,stream,,
way/465683104,stream,,
way/465683105,stream,,
way/465683106,stream,,
way/465683107,stream,,
way/465688584,stream,,
way/465732747,ditch,,
way/466278576,ditch,,
way/466278581,ditch,,
way/466278582,ditch,,
way/466278583,ditch,,
way/466278584,ditch,,
way/466385865,stream,,
way/466388150,river,,土場溪
way/466446813,stream,,打鐵坑
way/466545336,stream,,
way/466549578,stream,,
way/466595084,stream,,
way/466637864,stream,,
way/466797353,stream,,
way/466875667,drain,,
way/466976157,river,,
way/466981904,river,,
way/467078516,river,,
way/467088035,stream,,
way/467088036,river,,
way/467098478,canal,,幸福川
way/467120037,stream,,
way/467120041,stream,,
way/467120044,stream,,
way/467148255,stream,,
way/467344435,stream,,
way/467344672,stream,,
way/467344673,stream,,
way/467344675,stream,,
way/467344676,stream,,
way/467350548,stream,,
way/467411011,stream,,
way/467445547,stream,,十九份溪
way/467445548,river,,
way/467446146,river,,
way/467446813,stream,,
way/467449460,stream,,
way/467451290,stream,,
way/467472954,stream,,
way/467601302,drain,,桃園大圳八德分渠
way/467601303,drain,,桃園大圳
way/467604572,stream,,
way/467605115,river,,
way/467615083,stream,,
way/467820340,stream,,
way/467820341,stream,,
way/467844526,stream,,
way/467844528,stream,,
way/467844531,stream,,
way/467844533,stream,,
way/467844534,stream,,
way/467844535,stream,,
way/467844536,stream,,
way/467844537,stream,,
way/467844538,stream,,
way/467848609,stream,,清流溪
way/467856440,ditch,,
way/467856441,ditch,,
way/467933679,river,,
way/467933681,river,,
way/467965198,stream,,
way/467965202,stream,,
way/467992365,stream,,
way/467992366,stream,,
way/467992716,stream,,
way/467993314,stream,,
way/467993315,stream,,
way/467993316,stream,,
way/467993317,stream,,
way/467993318,stream,,
way/467993319,stream,,
way/467993320,stream,,
way/467993321,stream,,
way/467993322,stream,,
way/467993323,stream,,
way/467993324,stream,,
way/467993325,stream,,
way/467993326,stream,,
way/467993327,stream,,
way/467993328,stream,,
way/467993329,stream,,
way/467993330,stream,,
way/467993331,stream,,
way/467993336,stream,,碧水溪
way/467993337,stream,,
way/467993338,stream,,
way/467993340,stream,,
way/467993341,stream,,
way/467993342,stream,,
way/468033771,river,,
way/468425775,canal,,
way/468649775,stream,,
way/468649776,stream,,
way/468684548,drain,,
way/468684550,drain,,
way/468684552,ditch,,
way/468684557,ditch,,
way/468684558,ditch,,
way/468684560,ditch,,
way/468684561,ditch,,
way/468684564,drain,,
way/468684566,drain,,
way/468684567,drain,,新社圳
way/468684571,drain,,番子坡圳
way/468684573,drain,,番子坡圳
way/468684574,drain,,
way/468684575,drain,,
way/468684576,drain,,
way/468699821,drain,,
way/468699822,drain,,
way/468699823,drain,,
way/468699824,drain,,
way/468699825,drain,,
way/468699826,drain,,
way/468711075,ditch,,
way/468711076,ditch,,
way/468711078,ditch,,
way/468711088,drain,,
way/468711092,drain,,
way/468739643,drain,,
way/468739645,drain,,
way/468739646,drain,,
way/468739649,drain,,
way/468739650,drain,,
way/468951555,canal,,五福圳
way/468996111,ditch,,
way/468996119,ditch,,排水
way/468996868,ditch,,
way/469078320,stream,,
way/469078321,stream,,
way/469085594,stream,,
way/469411096,stream,,
way/469411097,stream,,
way/469411098,stream,,
way/469411101,stream,,
way/469411102,stream,,
way/469411103,stream,,
way/469411104,stream,,
way/469411105,stream,,
way/469411106,stream,,
way/469411107,stream,,
way/469411108,stream,,
way/469411109,stream,,
way/469411110,stream,,
way/469411111,stream,,
way/469411112,stream,,
way/469411113,stream,,
way/469411115,stream,,
way/469608586,ditch,,
way/469657345,canal,,大峽谷急流泛舟
way/469657347,waterfall,,瀑布
way/469657350,canal,,六福村-美國西部-激流泛舟
way/469657351,canal,,六福村-美國西部-激流泛舟
way/469712424,drain,,
way/469712437,drain,,
way/469720468,canal,,
way/469720485,drain,,
way/469769143,drain,,
way/469847161,drain,,
way/469874793,drain,,
way/469874796,drain,,
way/469874822,drain,,西勢湖排水
way/469987874,drain,,
way/470013625,drain,,麟坑溪
way/470674195,ditch,,
way/470674196,stream,,溝水圳
way/470674197,stream,,
way/470674198,ditch,,成德圳六線
way/470674199,ditch,,成德圳五線
way/471096426,ditch,,
way/471096460,river,,
way/471096463,stream,,赤山新圳
way/471096475,ditch,,赤山新圳
way/471096488,stream,,
way/471522966,stream,,
way/471550394,stream,,
way/471550401,stream,,四號溪
way/471550402,stream,,
way/471583700,stream,,
way/471684946,stream,,平坑溪
way/471684947,stream,,南平坑溪
way/471758590,drain,,
way/471771436,river,,
way/471781783,drain,,
way/471781784,canal,,
way/471807667,drain,,
way/471807668,drain,,
way/471810392,drain,,
way/471829291,drain,,
way/471829292,drain,,斗六大圳枋寮導水路
way/471829293,drain,,和溪厝圳
way/472050990,ditch,,
way/472052587,drain,,
way/472074387,canal,,
way/472074388,canal,,
way/472366201,drain,,鹽水港溪
way/472366202,drain,,鹽水港溪
way/472366203,drain,,鹽水港溪
way/472366204,drain,,鹽水港溪
way/472443439,ditch,,
way/473282743,drain,,
way/473474294,ditch,,
way/473474295,ditch,,
way/473588954,canal,,
way/473588955,canal,,
way/473693357,stream,,
way/473693358,stream,,
way/473693359,stream,,
way/473693360,stream,,
way/473693361,stream,,
way/473693362,stream,,
way/473693363,stream,,
way/473693364,stream,,
way/473714191,ditch,,
way/473714192,ditch,,
way/473748112,stream,,
way/473748114,stream,,
way/473748115,stream,,
way/473748116,stream,,
way/473748117,stream,,
way/473748118,stream,,
way/473748119,stream,,
way/473748120,stream,,
way/473748121,stream,,
way/473748122,stream,,
way/473748123,stream,,
way/473748124,stream,,
way/473748125,stream,,
way/473748126,stream,,
way/473748127,stream,,
way/473748128,stream,,
way/473748129,stream,,
way/473748130,stream,,
way/473748131,stream,,
way/473762619,drain,,
way/473941698,drain,,
way/474104076,ditch,,
way/474137935,ditch,,
way/474339651,stream,,
way/474339654,stream,,
way/474371285,stream,,大坑溪
way/474371287,stream,,
way/474371288,stream,,
way/474371290,stream,,
way/474376613,stream,,
way/474405241,stream,,
way/474405242,stream,,
way/474405243,stream,,
way/474405244,stream,,
way/474405245,stream,,
way/474412907,drain,,五甲尾排水
way/474412908,drain,,五甲尾排水
way/474412911,drain,,五甲尾排水
way/474412912,ditch,,百甲圳排水溝
way/474590971,stream,,
way/474659643,stream,,
way/474659644,stream,,
way/474659645,stream,,
way/474659646,stream,,山羊洞溪
way/474659647,stream,,
way/474659648,stream,,
way/474659649,stream,,
way/474659650,stream,,
way/474659652,stream,,
way/474659653,stream,,
way/474659654,stream,,
way/474949193,stream,,
way/474949194,stream,,
way/474949195,stream,,
way/474951998,river,,大彎溪
way/475012632,ditch,,
way/475012635,ditch,,
way/475012636,ditch,,
way/475012637,ditch,,
way/475012638,ditch,,
way/475012639,ditch,,
way/475012640,ditch,,
way/475012641,ditch,,
way/475012642,ditch,,
way/475023402,stream,,南港溪
way/475023405,stream,,
way/475089776,drain,,
way/475090125,drain,,
way/475104628,canal,,向天圳
way/475104630,canal,,向天圳
way/475107650,stream,,
way/475107656,stream,,
way/475252327,stream,,光前溪
way/475297759,stream,,
way/475297760,stream,,
way/475297761,stream,,
way/475297762,stream,,
way/475309315,ditch,,
way/475652526,stream,,
way/475874572,stream,,
way/476016856,river,,粗坑溪
way/476016857,stream,,粗坑溪
way/476016859,stream,,
way/476016860,stream,,粗坑溪
way/476033325,river,,札孔溪
way/476033326,river,,札孔溪
way/476059885,stream,,西布喬溪
way/476255453,river,,
way/476274667,stream,,
way/476282730,stream,,
way/476282732,stream,,金崙溪
way/476282733,stream,,
way/476282734,stream,,
way/476282735,stream,,
way/476287131,stream,,馬奴爾溪
way/476287133,stream,,麻利都部溪
way/476287134,stream,,麻利都部溪
way/476287138,stream,,
way/476291190,ditch,,
way/476298677,stream,,
way/476332449,stream,,食水坑
way/476332813,drain,,
way/476447029,stream,,
way/476447031,stream,,
way/476447032,stream,,
way/476447033,stream,,
way/476447034,stream,,
way/476447035,stream,,
way/476447036,stream,,
way/476447037,stream,,
way/476447038,stream,,
way/476447040,stream,,
way/476447047,stream,,
way/476447048,stream,,
way/476447049,stream,,
way/476447050,stream,,
way/476447051,stream,,
way/476447056,stream,,
way/476515520,stream,,
way/476515523,stream,,
way/476515526,stream,,
way/477102843,river,,匹亞桑溪
way/477102852,stream,,
way/477118270,stream,,
way/477118271,stream,,
way/477118276,stream,,
way/477223340,stream,,
way/477225632,river,,
way/477225633,river,,富源溪
way/477242607,stream,,
way/477242608,stream,,
way/477254927,river,,稍來溪
way/477254928,river,,稍來溪
way/477254929,stream,,
way/477425338,stream,,豐坪溪
way/477425339,stream,,
way/477425340,river,,豐坪溪
way/477684051,ditch,,
way/477684052,ditch,,
way/477684053,ditch,,
way/477684054,ditch,,
way/477689059,river,,枋山溪
way/477694360,stream,,
way/477843138,stream,,
way/477843139,stream,,
way/477869236,stream,,塔曼溪
way/477869247,stream,,塔曼溪
way/477869253,river,,三光溪
way/477869255,river,,三光溪
way/477869257,river,,
way/477875364,river,,泰崗溪
way/477875365,river,,泰崗溪
way/477875367,stream,,泰崗溪
way/477875371,stream,,
way/477875372,stream,,
way/477884287,stream,,莫很溪
way/478086594,stream,,
way/478086595,stream,,
way/478086596,stream,,
way/478198115,stream,,
way/478198117,stream,,
way/478200806,drain,,
way/478204411,stream,,
way/478205176,stream,,
way/478205178,stream,,
way/478205179,stream,,
way/478250345,stream,,萬大北溪
way/478250352,stream,,卡社北溪
way/478250353,stream,,卡社溪
way/478254292,stream,,
way/478257271,river,,馬鞍溪
way/478257317,river,,馬太鞍溪
way/478257319,stream,,馬太鞍溪
way/478257331,stream,,天長溪
way/478257339,stream,,丸田溪
way/478258489,stream,,郡大溪
way/478293468,river,,鹿野溪
way/478387530,river,,
way/478387531,river,,清水溪
way/478387534,river,,新武呂溪
way/478387536,river,,新武呂溪
way/478387537,river,,哈里博松溪
way/478387539,river,,哈里博松溪
way/478391125,stream,,
way/478391126,stream,,
way/478407424,river,,
way/478407425,river,,
way/478407428,stream,,
way/478407449,stream,,
way/478407454,river,,
way/478407456,stream,,
way/478407457,stream,,隘寮南溪
way/478407458,stream,,
way/478409525,stream,,
way/478742427,river,,初見溪
way/478742442,river,,初見溪
way/478742451,stream,,
way/478742454,stream,,
way/478742459,stream,,
way/478742464,stream,,
way/478742469,stream,,
way/478742474,stream,,
way/478742477,stream,,
way/478742480,stream,,
way/478742483,stream,,
way/478742511,river,,
way/478742521,stream,,
way/478742528,stream,,
way/478749141,stream,,
way/478758307,stream,,
way/478758308,stream,,
way/478964945,stream,,
way/478964946,stream,,吧沙加魯溪
way/479105799,stream,,露們溪
way/479105800,stream,,波露溪
way/479105801,stream,,
way/479105802,stream,,
way/479105803,stream,,
way/479105804,stream,,
way/479105805,stream,,
way/479105806,stream,,
way/479105807,stream,,
way/479105808,stream,,
way/479105809,stream,,
way/479105810,stream,,
way/479105811,stream,,
way/479105812,stream,,
way/479105813,stream,,
way/479105814,stream,,
way/479105815,stream,,
way/479105816,stream,,
way/479105817,stream,,
way/479105818,stream,,
way/479105819,stream,,
way/479105820,stream,,
way/479105821,stream,,
way/479105822,stream,,
way/479105823,stream,,
way/479105824,stream,,
way/479105825,stream,,
way/479105826,stream,,
way/479105827,stream,,
way/479105828,stream,,
way/479105829,stream,,
way/479105830,stream,,
way/479105831,stream,,
way/479105832,stream,,
way/479105833,stream,,
way/479105834,stream,,
way/479105835,stream,,露們溪
way/479105836,stream,,
way/479105837,stream,,
way/479105838,stream,,
way/479105839,stream,,
way/479105840,stream,,
way/479105841,stream,,
way/479105842,stream,,
way/479105843,stream,,
way/479105844,stream,,
way/479105845,stream,,
way/479105846,stream,,
way/479105847,stream,,
way/479105849,stream,,
way/479105850,stream,,
way/479105851,stream,,
way/479105852,stream,,
way/479105853,stream,,
way/479105854,stream,,
way/479105856,stream,,
way/479105859,stream,,
way/479105861,stream,,
way/479105864,stream,,
way/479105866,stream,,
way/479279879,drain,,
way/479282902,drain,,
way/479282903,drain,,
way/479283012,drain,,
way/479290075,canal,,安東一排水
way/479290082,drain,,慶豐西圳
way/479323973,drain,,
way/479479456,stream,,
way/479479460,stream,,大湖溪
way/479479461,stream,,鴛鴦溪
way/479479462,stream,,
way/479479463,stream,,
way/479479464,stream,,粗坑溪
way/479639257,canal,,
way/479639258,canal,,
way/479708741,stream,,
way/479708742,stream,,
way/479708743,stream,,
way/479708744,stream,,
way/479708745,stream,,
way/479708747,stream,,
way/479708749,stream,,
way/480186158,canal,,
way/480186394,canal,,
way/480314401,stream,,耳無溪
way/480314402,stream,,耳無溪
way/480314409,stream,,
way/480314411,stream,,
way/480314413,stream,,
way/480314417,stream,,
way/480568834,stream,,
way/480684959,stream,,後坑溪
way/480695446,stream,,
way/480695447,stream,,
way/480695448,stream,,
way/480695449,stream,,
way/480695450,stream,,
way/480695451,stream,,
way/480695452,stream,,後坑溪
way/480695453,stream,,
way/480695455,stream,,
way/480695456,stream,,
way/480695457,stream,,
way/480695458,stream,,
way/480695459,stream,,
way/480695460,stream,,
way/480695461,stream,,
way/480695462,stream,,
way/480695463,stream,,
way/480695464,stream,,
way/480695465,stream,,
way/480695466,stream,,
way/480695467,stream,,
way/480695468,stream,,
way/480695469,stream,,
way/480695470,stream,,
way/480695471,stream,,
way/480695473,stream,,
way/480695475,stream,,
way/480695478,stream,,
way/480695480,stream,,
way/480695483,stream,,
way/480695485,stream,,
way/480695488,stream,,
way/480695489,stream,,
way/480695490,stream,,
way/480695491,stream,,
way/480695492,stream,,
way/480695493,stream,,
way/480695494,stream,,
way/480695495,stream,,
way/480695496,stream,,
way/480695497,stream,,
way/480695498,stream,,
way/480844423,stream,,
way/480844424,stream,,
way/480844425,stream,,
way/480844427,stream,,
way/480844429,stream,,
way/480844431,stream,,
way/480844432,stream,,
way/480854485,stream,,
way/480854486,stream,,
way/480854491,stream,,
way/480854495,stream,,
way/480854496,stream,,
way/480854497,stream,,
way/480854498,stream,,
way/480854499,stream,,
way/480856493,stream,,
way/480856496,stream,,
way/481045203,stream,,
way/481045204,stream,,
way/481045205,stream,,
way/481045206,stream,,
way/481045207,stream,,
way/481045208,stream,,
way/481045209,stream,,
way/481045210,stream,,
way/481045211,stream,,
way/481045212,river,,太平溪
way/481045214,stream,,
way/481045215,stream,,
way/481045216,stream,,
way/481045217,stream,,
way/481045218,stream,,
way/481045219,stream,,
way/481045220,stream,,
way/481045221,stream,,
way/481045222,stream,,
way/481045223,stream,,
way/481048358,stream,,
way/481048359,stream,,
way/481048360,stream,,
way/481048361,stream,,
way/481048363,stream,,
way/481048364,stream,,
way/481048365,stream,,
way/481048366,stream,,
way/481048367,stream,,
way/481048368,stream,,
way/481048369,stream,,
way/481048370,stream,,
way/481048371,stream,,
way/481048372,stream,,
way/481048373,stream,,
way/481066831,stream,,
way/481066832,stream,,
way/481066833,stream,,
way/481066834,stream,,
way/481066835,stream,,
way/481066836,ditch,,
way/481066838,stream,,
way/481066839,stream,,
way/481066840,stream,,
way/481066841,stream,,
way/481066842,stream,,
way/481066843,stream,,
way/481066844,stream,,
way/481066845,stream,,
way/481066846,stream,,
way/481066847,stream,,
way/481066848,stream,,
way/481066849,stream,,
way/481066850,stream,,
way/481066851,stream,,
way/481066852,stream,,
way/481066853,stream,,
way/481066854,stream,,
way/481066855,stream,,
way/481066856,stream,,
way/481066857,stream,,
way/481066858,stream,,
way/481066859,stream,,
way/481066860,stream,,
way/481066861,stream,,
way/481066862,stream,,
way/481066863,stream,,
way/481066864,stream,,
way/481066865,stream,,
way/481066866,stream,,
way/481066867,stream,,
way/481066868,stream,,
way/481066869,stream,,
way/481066870,stream,,
way/481066871,stream,,
way/481066872,stream,,
way/481066873,stream,,
way/481066874,stream,,
way/481066875,stream,,
way/481066876,stream,,
way/481066877,stream,,
way/481066878,stream,,
way/481066879,stream,,
way/481066880,stream,,
way/481066881,stream,,
way/481066882,stream,,
way/481068464,stream,,
way/481068465,stream,,
way/481068466,stream,,
way/481076425,stream,,
way/481076426,stream,,
way/481076427,stream,,
way/481076428,stream,,
way/481076429,stream,,
way/481076430,stream,,
way/481076432,stream,,
way/481076433,stream,,
way/481076434,stream,,
way/481076435,stream,,
way/481076436,stream,,
way/481076437,stream,,
way/481076438,stream,,
way/481076439,stream,,
way/481076440,stream,,
way/481076441,stream,,
way/481076442,stream,,
way/481076443,stream,,
way/481076444,stream,,
way/481076445,stream,,
way/481076446,stream,,
way/481076447,stream,,
way/481076448,stream,,
way/481076449,stream,,
way/481076450,stream,,
way/481076451,stream,,
way/481076452,stream,,
way/481076453,stream,,
way/481076454,stream,,
way/481076455,stream,,
way/481076456,stream,,
way/481076457,stream,,
way/481076458,stream,,
way/481076459,stream,,
way/481076461,stream,,
way/481076462,stream,,
way/481076463,stream,,
way/481076464,stream,,
way/481076465,stream,,
way/481076466,stream,,
way/481076467,stream,,
way/481076468,stream,,
way/481076469,stream,,
way/481076470,stream,,
way/481076471,stream,,
way/481076472,stream,,
way/481076473,stream,,
way/481076474,stream,,
way/481076475,stream,,
way/481076476,stream,,
way/481076477,stream,,
way/481076478,stream,,
way/481076479,stream,,
way/481076480,stream,,
way/481076481,stream,,
way/481076482,stream,,
way/481076483,stream,,
way/481076484,stream,,
way/481076485,stream,,
