ID,Debrisno,Area_ha,Centroid_X,Centroid_Y,Debrisno_o
1552,東縣DF128,12.84,254864,2517114,台東A137
1553,東縣DF022,46.2,264715,2547212,台東A154
1554,東縣DF023,134.04,263296,2546884,台東098
1555,東縣DF027,91.51,269461,2542586,台東016
1556,東縣DF021,235.11,266236,2554207,台東100
1557,花縣DF063,42.42,282129,2583768,花蓮A153
1558,花縣DF064,12.22,282641,2587420,花蓮A141
1559,花縣DF065,17.55,282664,2586854,花蓮A142
1560,花縣DF066,4.86,282768,2586753,花蓮A143
1561,花縣DF067,30.97,282433,2586521,花蓮A144
1562,花縣DF080,102.53,285736,2581052,花蓮A146
1563,花縣DF081,77.66,286152,2582032,花蓮036
1564,花縣DF082,4.31,285981,2584645,花蓮A145
1565,花縣DF059,253.1,289109,2588930,花蓮032
1566,花縣DF076,19.23,278441,2574798,花蓮A151
1567,花縣DF077,39.19,278155,2573958,花蓮043
1568,花縣DF068,5.99,281279,2581507,花蓮A147
1569,花縣DF069,11.25,281121,2581359,花蓮A148
1570,花縣DF070,20.21,280381,2581251,花蓮A149
1571,花縣DF071,41.39,280140,2580795,花蓮049
1572,花縣DF072,50.11,279547,2580413,花蓮048
1573,花縣DF073,12.16,279959,2579175,花蓮A150
1574,花縣DF074,30.2,279623,2578732,花蓮047
1575,花縣DF075,38.53,279388,2578284,花蓮046
1576,花縣DF078,72.5,285677,2577009,花蓮N001
1577,花縣DF079,3412.57,289393,2581997,花蓮N002
1578,花縣DF060,156.75,288629,2588026,花蓮033
1579,花縣DF061,17.14,287728,2587947,花蓮034
1580,花縣DF062,563.9,289335,2587120,花蓮035
1581,花縣DF112,45.73,291055,2617586,花蓮064
1582,花縣DF113,216.83,289982,2617168,花蓮063
1583,花縣DF114,22.25,293703,2610872,花蓮A132
1584,花縣DF115,112.22,294185,2611583,花蓮A133
1585,花縣DF116,5.89,293958,2612471,花蓮A134
1586,花縣DF109,14.71,292266,2619212,花蓮A123
1587,花縣DF110,13.13,292326,2619007,花蓮A122
1588,花縣DF111,179.49,289423,2618681,花蓮A124
1589,花縣DF123,44.04,292814,2610174,花蓮A131
1590,花縣DF117,115.46,289967,2616057,花蓮062
1591,花縣DF118,1125.91,286967,2615672,花蓮061
1592,花縣DF119,52.44,288695,2614314,花蓮A125
1593,花縣DF083,16.61,287869,2610145,花蓮A129
1594,花縣DF120,1256.48,284940,2613587,花蓮A126
1595,花縣DF121,52,287331,2611614,花蓮A127
1596,花縣DF122,25.13,287724,2611297,花蓮A128
1597,花縣DF124,187.68,300910,2616444,花蓮022
1598,花縣DF164,240.24,301889,2618719,花縣U99-3
1599,花縣DF153,390.27,304783,2653160,花蓮005
1600,花縣DF154,17.83,303783,2650637,花蓮009
1601,花縣DF155,31.4,304107,2650698,花蓮A099
1602,花縣DF156,71.13,304516,2651134,花蓮008
1603,花縣DF157,35.27,304962,2651143,花蓮007
1604,花縣DF158,104.29,304978,2651782,花蓮006
1605,花縣DF159,11.22,305689,2652356,花蓮A098
1606,花縣DF005,3806.99,292227,2642114,花蓮071
1607,花縣DF006,486.52,299711,2647312,花蓮075
1608,花縣DF007,1286.3,297883,2640959,花蓮073
1609,花縣DF012,2865.44,303603,2656978,花蓮004
1610,花縣DF013,11.48,307909,2656676,花蓮A093
1611,花縣DF020,14.3,312776,2668241,花蓮A087
1612,花縣DF021,56.12,312820,2668861,花蓮001
1613,花縣DF022,12.64,313916,2669814,花蓮A086
1614,花縣DF169,33.02,313314,2669123,花縣U107-2
1615,花縣DF014,84.6,308776,2658709,花蓮002
1616,花縣DF015,534.08,308252,2660536,花蓮A092
1617,花縣DF016,134.3,309819,2662137,花蓮A091
1618,花縣DF017,23.89,310506,2662797,花蓮A090
1619,花縣DF025,212.7,323267,2683684,花蓮A079
1620,花縣DF026,104.25,324125,2684409,花蓮A078
1621,花縣DF166,105.9,323850,2684973,花縣U101-1
1622,花縣DF023,95.81,314923,2672722,花蓮A081
1623,花縣DF024,529.95,318801,2680788,花蓮A080
1624,花縣DF001,72.45,298130,2678215,花蓮A084
1625,花縣DF002,284.68,295384,2679314,花蓮A085
1626,花縣DF003,251.28,313083,2670389,花蓮A082
1627,花縣DF004,54.92,313031,2671092,花蓮A083
1628,花縣DF018,43.05,310911,2664049,花蓮A089
1629,花縣DF019,11520.14,305057,2664469,花蓮A088、花縣U106-1
1630,花縣DF008,268.4,299862,2649208,花蓮A094
1631,花縣DF009,99.57,299677,2649835,花蓮A095
1632,花縣DF010,36.62,299199,2650436,花蓮076
1633,花縣DF011,372.33,302823,2651605,花蓮077
1634,花縣DF050,258.01,279242,2588199,花蓮052
1635,花縣DF051,107.05,281706,2586856,花蓮053
1636,花縣DF052,9.47,282327,2587519,花蓮A152
1637,花縣DF041,261.78,271322,2564628,花蓮040
1638,花縣DF042,8.21,276657,2569134,花蓮A157
1639,花縣DF043,209.32,276382,2572844,花蓮041
1640,花縣DF044,24.1,277999,2573582,花蓮042
1641,花縣DF165,505.72,282573,2593675,花縣U100-21
1642,花縣DF045,55.89,276652,2573982,花蓮044
1643,花縣DF046,14.69,277893,2577447,花蓮A156
1644,花縣DF047,85.23,278370,2578015,花蓮045
1645,花縣DF039,118.38,280244,2583900,花蓮051
1646,花縣DF040,930.81,277464,2585053,花蓮050
1647,花縣DF048,39.33,280941,2583687,花蓮A154
1648,花縣DF049,13.86,280857,2583074,花蓮A155
1649,花縣DF160,158.82,308137,2657825,花蓮003
1650,花縣DF161,10.83,308323,2656744,花蓮A096
1651,花縣DF162,90.24,306812,2656747,花蓮A097
1652,花縣DF054,7.96,276178,2562195,花蓮A158
1653,花縣DF163,583.06,285113,2573316,花縣U98-03
1654,花縣DF055,28.98,275114,2558937,花蓮A160
1655,花縣DF053,190.38,281648,2569452,花蓮037
1656,花縣DF167,19.01,282761,2571479,花縣U102-5
1657,花縣DF170,10.54,271808,2561165,花蓮U108-1
1658,花縣DF056,21.14,277741,2559388,花蓮A159
1659,花縣DF057,796.94,280207,2564331,花蓮039
1660,花縣DF058,1639.94,282648,2566426,花蓮038
1661,花縣DF087,74.78,299134,2598242,花蓮030
1662,花縣DF088,277.28,298982,2599888,花蓮029
1663,花縣DF089,255.37,298117,2599672,花蓮028
1664,花縣DF084,15.9,288097,2609414,花蓮A140
1665,花縣DF085,439.25,285320,2610736,花蓮059
1666,花縣DF090,78.64,292021,2607497,花蓮058
1667,花縣DF091,201.22,292566,2608986,花蓮060
1668,花縣DF092,27.88,291625,2609274,花蓮A130
1669,花縣DF086,148.41,285526,2601480,花蓮055
1670,花縣DF027,82.13,293231,2634308,花蓮A118
1671,花縣DF028,122.4,292683,2634525,花蓮070
1672,花縣DF036,57.41,294845,2629738,花蓮068
1673,花縣DF037,67.4,294775,2630350,花蓮069
1674,花縣DF038,20.19,295021,2631316,花蓮A119
1675,花縣DF033,50.88,288174,2621456,花蓮065
1676,花縣DF034,50.15,288918,2621560,花蓮066
1677,花縣DF029,70.43,284619,2600573,花蓮054
1678,花縣DF030,172.32,286278,2603691,花蓮056
1679,花縣DF031,78.25,287210,2605123,花蓮A121
1680,花縣DF032,1043.17,285011,2605620,花蓮057
1681,花縣DF168,8.37,287349,2603635,花縣U103-1
1682,花縣DF150,46.68,306471,2639226,花蓮A107
1683,花縣DF151,68.75,307206,2639861,花蓮A106
1684,花縣DF152,57.49,309419,2642383,花蓮010
1685,花縣DF144,3.57,307787,2633093,花蓮015
1686,花縣DF145,39.77,307872,2633725,花蓮014
1687,花縣DF146,60.7,308039,2634257,花蓮013
1688,花縣DF133,1789.73,298026,2644147,花蓮074
1689,花縣DF134,17.61,303598,2647217,花蓮A100
1690,花縣DF140,31.08,304445,2635341,花蓮A108
1691,花縣DF141,79.53,304179,2633097,花蓮016
1692,花縣DF142,70.64,302558,2629620,花蓮A109
1693,花縣DF143,81.17,302008,2628811,花蓮A110
1694,花縣DF135,31.03,302968,2645127,花蓮A101
1695,花縣DF139,104.76,296774,2635996,花蓮A104
1696,花縣DF137,54.2,297355,2638504,花蓮A103
1697,花縣DF138,460.97,297186,2637551,花蓮072
1698,花縣DF136,24.32,298071,2639075,花蓮A102
1699,花縣DF147,276.92,308570,2636228,花蓮012
1700,花縣DF148,464.53,309538,2640572,花蓮011
1701,花縣DF149,77.76,310495,2642073,花蓮A105
1702,花縣DF129,40.72,301103,2622958,花蓮A117
1703,花縣DF130,741.63,302210,2625433,花蓮A116
1704,花縣DF131,26.33,301141,2626188,花蓮A115
1705,花縣DF132,67.24,301469,2627215,花蓮A114
1706,花縣DF128,2.7,294233,2624820,花蓮A120
1707,花縣DF035,56.55,293461,2625707,花蓮A113
1708,花縣DF125,110.88,292707,2626382,花蓮067
1709,花縣DF126,21.79,294971,2629047,花蓮A111
1710,花縣DF127,696.92,291561,2627869,花蓮A112
1711,花縣DF107,278.27,300519,2599054,花蓮027
1712,花縣DF108,110.62,299636,2597463,花蓮031
1713,花縣DF099,166.71,303515,2617945,花蓮021
1714,花縣DF100,5.01,303893,2615194,花蓮A137
1715,花縣DF101,77.79,303364,2614638,花蓮023
1716,花縣DF102,52.61,303342,2613870,花蓮024
1717,花縣DF093,316.11,304728,2624757,花蓮A135
1718,花縣DF094,28,305360,2623781,花蓮A136
1719,花縣DF095,57.73,305320,2621256,花蓮017
1720,花縣DF096,45.32,305132,2620795,花蓮018
1721,花縣DF097,54.29,304639,2619865,花蓮019
1722,花縣DF098,187.63,304566,2619211,花蓮020
1723,花縣DF103,17.25,302457,2607343,花蓮A138
1724,花縣DF104,20.15,302295,2606885,花蓮A139
1725,花縣DF105,272.9,300410,2605789,花蓮025
1726,花縣DF106,136.06,300716,2603760,花蓮026
