ID,Debrisno,Area_ha,Centroid_X,Centroid_Y,Debrisno_o
515,桃市DF009,8.35,290750,2768317,桃縣DF009
516,桃市DF008,21.62,290430,2768288,桃縣DF008
517,桃市DF002,110.14,288549,2766161,桃縣DF002
518,桃市DF003,1.81,288827,2767241,桃縣DF003
519,桃市DF004,4.7,288994,2767399,桃縣DF004
520,桃市DF005,28.06,288897,2768623,桃縣DF005
521,桃市DF006,8.34,289760,2767954,桃縣DF006
522,桃市DF007,77.58,289707,2768269,桃縣DF007
523,竹縣DF036,42.71,261648,2725677,新竹006
524,竹縣DF037,103.68,260272,2725285,新竹A046
525,竹縣DF038,190.13,259633,2724960,新竹007
526,竹縣DF039,273.43,259110,2722615,新竹008
527,竹縣DF040,207.31,259585,2721501,新竹009
528,竹縣DF076,37.09,264220,2723827,竹縣J100-17
529,竹縣DF077,148.52,263360,2723680,竹縣J106-1
530,竹縣DF046,102.49,265085,2725975,新竹A045
531,竹縣DF047,1026.13,267187,2726930,新竹A044
532,竹縣DF048,160.43,265857,2727934,新竹N007
533,竹縣DF049,164.08,264988,2728269,新竹A043
534,竹縣DF041,347.96,259254,2719601,新竹010
535,竹縣DF042,10.49,261376,2719125,新竹新增01
536,竹縣DF043,63.06,261449,2718273,新竹011
537,竹縣DF044,148,258408,2718393,新竹012
538,竹縣DF045,540.04,257898,2716554,新竹013
539,竹縣DF032,16.23,256148,2726318,新竹A048
540,竹縣DF031,11.89,255784,2728625,新竹A047
541,竹縣DF069,2.02,282952,2727123,新竹N003
542,竹縣DF070,13.16,281832,2727857,新竹A040
543,竹縣DF071,724.52,280068,2729882,新竹A041
544,竹縣DF063,21.88,277422,2726271,新竹N004
545,竹縣DF064,29.24,278278,2723538,新竹A042
546,竹縣DF065,19682.57,283948,2713864,新竹N008
547,竹縣DF066,19.01,270730,2730272,新竹A032
548,竹縣DF067,25.68,269762,2729820,新竹A033
549,竹縣DF068,47.55,269191,2729852,新竹A034
550,竹縣DF050,1520.96,278120,2737799,新竹A031
551,竹縣DF051,754.88,278334,2732721,新竹A039
552,竹縣DF073,18.35,271339,2732576,竹縣J100-11
553,竹縣DF074,105.24,269819,2731511,竹縣J100-12
554,竹縣DF075,71.65,266772,2729795,竹縣J100-13
555,竹縣DF052,82.29,273429,2736471,新竹A030
556,竹縣DF053,25.74,272963,2736412,新竹A029
557,竹縣DF054,32.38,271463,2735374,新竹A028
558,竹縣DF055,25.42,270375,2733928,新竹A027
559,竹縣DF056,10.66,272723,2732187,新竹N006
560,竹縣DF057,60.93,276250,2730443,新竹A037
561,竹縣DF058,43.42,274712,2730976,新竹004
562,竹縣DF059,53.25,274883,2729505,新竹A036
563,竹縣DF060,409.51,273638,2728676,新竹A035
564,竹縣DF061,58.83,271928,2729092,新竹T001
565,竹縣DF062,500.59,278001,2729543,新竹A038
566,竹縣DF072,427.12,276260,2731704,竹縣J100-7
567,竹縣DF030,144.1,261466,2726440,新竹A053
568,竹縣DF029,22.94,259750,2731533,新竹A052
569,竹縣DF017,1.84,261756,2737940,新竹A054
570,竹縣DF018,15.84,261413,2737302,新竹A056
571,竹縣DF019,49.98,262314,2739364,新竹A055
572,竹縣DF020,13.76,264813,2738905,新竹A057
573,竹縣DF033,8.91,251896,2728245,新竹A049
574,竹縣DF034,118.72,252137,2726806,新竹A050
575,竹縣DF035,13.55,253440,2725591,新竹A051
576,竹縣DF001,8.61,255041,2746204,新竹A014
577,竹縣DF021,1.89,263391,2735831,新竹A058
578,竹縣DF025,47.22,267214,2732491,新竹005
579,竹縣DF026,35.24,269349,2733177,新竹A062
580,竹縣DF027,9.65,268946,2733493,新竹A061
581,竹縣DF028,140.58,268786,2733987,新竹A060
582,竹縣DF023,47.86,262400,2729979,新竹A064
583,竹縣DF022,23.57,263017,2732572,新竹A063
584,竹縣DF024,20.13,266964,2732980,新竹A059
585,竹縣DF016,27.84,272139,2743159,新竹001
586,竹縣DF002,5.82,266632,2747330,新竹A017
587,竹縣DF003,14.38,265416,2747976,新竹A016
588,竹縣DF004,11.84,265093,2748090,新竹A015
589,竹縣DF008,160.5,273683,2738793,新竹A026
590,竹縣DF009,124.26,272916,2741267,新竹A021
591,竹縣DF010,29.01,272446,2740614,新竹002
592,竹縣DF005,49.31,266236,2742239,新竹A018
593,竹縣DF006,9.93,266907,2742022,新竹A019
594,竹縣DF007,4.49,268024,2738307,新竹A020
595,竹縣DF011,42.25,274454,2738992,新竹003
596,竹縣DF012,191.39,275507,2738554,新竹A025
597,竹縣DF013,350.38,277786,2740226,新竹A024
598,竹縣DF014,12.58,275627,2741641,新竹A023
599,竹縣DF015,17.67,273864,2741329,新竹A022
600,苗縣DF002,155.93,246629,2720570,苗栗A001
601,苗縣DF046,76.76,240560,2700361,苗栗A011
602,苗縣DF047,142.31,241311,2701351,苗栗017
603,苗縣DF048,133.6,241097,2702050,苗栗016
604,苗縣DF045,353.38,238080,2699888,苗栗A021
605,苗縣DF079,77.4,234804,2701705,苗縣K102-2
606,苗縣DF043,80.37,235473,2696777,苗栗A014
607,苗縣DF044,107.87,237281,2696538,苗栗A013
608,苗縣DF037,407.68,235025,2700441,苗栗A020
609,苗縣DF051,47.09,239774,2703759,苗栗A009
610,苗縣DF038,59.01,235069,2699011,苗栗A019
611,苗縣DF039,178.85,234199,2698830,苗栗A018
612,苗縣DF040,174.6,233605,2698071,苗栗A017
613,苗縣DF041,495.39,239112,2696446,苗栗A015
614,苗縣DF042,407.72,238635,2697988,苗栗A016
615,苗縣DF049,102.81,239879,2702988,苗栗A010
616,苗縣DF050,53.34,238829,2703234,苗栗015
617,苗縣DF022,339.64,235887,2709429,苗栗033
618,苗縣DF025,249.6,234935,2704413,苗栗A024
619,苗縣DF023,4.7,234373,2706938,苗栗A030
620,苗縣DF024,159.51,236341,2707956,苗栗A026
621,苗縣DF001,2.36,238131,2735929,苗栗N007
622,苗縣DF053,36.31,235035,2689873,苗栗A036
623,苗縣DF057,46.69,240057,2688559,苗栗027
624,苗縣DF058,144.08,240724,2688956,苗栗026
625,苗縣DF052,64.64,234073,2690253,苗栗A028
626,苗縣DF054,39.22,238632,2689885,苗栗028
627,苗縣DF055,204.53,239714,2689788,苗栗A037
628,苗縣DF056,278.57,239163,2691431,苗栗A027
629,苗縣DF005,63.12,248491,2721238,苗栗005
630,苗縣DF016,12.22,254598,2718238,苗栗N012
631,苗縣DF017,383.84,253984,2723092,苗栗002
632,苗縣DF006,7.92,250544,2720535,苗栗004
633,苗縣DF007,73.01,250436,2719884,苗栗N017
634,苗縣DF008,202.36,250847,2719028,苗栗N018
635,苗縣DF009,774.16,250948,2717376,苗栗N019
636,苗縣DF010,86.46,247463,2718388,苗栗006
637,苗縣DF011,251.82,252305,2719356,苗栗003
638,苗縣DF004,151.1,248855,2724294,苗栗001
639,苗縣DF003,2.77,250503,2725847,苗栗A029
640,苗縣DF012,50.92,247095,2717257,苗栗007
641,苗縣DF013,62.81,246495,2716472,苗栗008
642,苗縣DF014,232.09,248769,2715136,苗栗009
643,苗縣DF015,26.11,245671,2714441,苗栗010
644,苗縣DF080,364.65,247234,2712095,苗縣K105-2
645,苗縣DF036,110.89,221710,2695778,苗栗029
646,苗縣DF059,1146.96,244770,2709256,苗栗A003
647,苗縣DF069,80.43,241088,2690940,苗栗025
648,苗縣DF070,218.36,241357,2694125,苗栗024
649,苗縣DF071,81.94,242082,2693965,苗栗023
650,苗縣DF072,194.02,242698,2694538,苗栗022
651,苗縣DF068,287.26,241960,2697052,苗栗A012
652,苗縣DF077,296.32,244309,2699110,苗縣K100-25
653,苗縣DF078,19.21,248193,2699957,苗縣K100-23
654,苗縣DF065,74.73,240719,2703752,苗栗014
655,苗縣DF066,417.85,244119,2704036,苗栗A006
656,苗縣DF067,603.77,243855,2702569,苗栗A007
657,苗縣DF073,152.81,243388,2695697,苗栗021
658,苗縣DF074,459.43,246775,2693405,苗栗020
659,苗縣DF075,44.89,247534,2695719,苗栗019
660,苗縣DF076,117.55,244974,2697380,苗栗018
661,苗縣DF060,78.85,244273,2708279,苗栗011
662,苗縣DF061,62.89,243014,2705680,苗栗A005
663,苗縣DF062,116.48,242284,2705550,苗栗013
664,苗縣DF063,977.05,247699,2704571,苗栗012
665,苗縣DF064,3206.86,251906,2707935,苗栗A002
666,苗縣DF033,67.7,223600,2705927,苗栗032
667,苗縣DF034,75.68,223534,2702135,苗栗031
668,苗縣DF035,63.82,224387,2700444,苗栗030
669,苗縣DF019,148.88,237065,2707865,苗栗A025
670,苗縣DF020,185.25,239537,2706125,苗栗A008
671,苗縣DF018,15.91,238238,2709741,苗栗T001
672,苗縣DF021,268.24,241202,2708701,苗栗A004
673,苗縣DF032,338.85,232776,2702879,苗栗A023
674,苗縣DF031,401.61,232183,2699588,苗栗A022
675,苗縣DF027,21.73,228699,2705068,苗栗A032
676,苗縣DF028,166.29,226163,2703965,苗栗A035
677,苗縣DF029,25.58,228226,2704243,苗栗A033
678,苗縣DF030,16.66,228028,2703206,苗栗A034
679,苗縣DF026,27.69,229984,2706353,苗栗A031
680,中市DF089,117.61,227378,2672828,中縣DF086
681,中市DF090,73.63,225371,2671886,中縣DF087
682,中市DF092,86.23,223740,2666630,中縣DF089
683,中市DF094,30.91,232116,2663180,中縣DF091
684,中市DF095,49.39,231665,2664446,中縣DF092
685,中市DF096,264.67,231547,2665395,中縣DF093
686,中市DF093,98.25,223589,2665760,中縣DF090
687,中市DF091,57.49,224000,2667340,中縣DF088
688,中市DF097,29.24,230232,2670953,中縣DF094
689,中市DF001,18.25,227269,2677405,台中A039
690,中市DF002,56.82,228108,2676244,台中A041
691,中市DF003,90.63,228402,2676240,台中A040
692,中市DF078,17.88,211699,2691027,中縣DF075
693,中市DF079,4.27,212207,2690652,中縣DF076
694,中市DF019,31.22,241560,2674576,中縣DF016
695,中市DF020,2019,244976,2678374,中縣DF017
696,中市DF021,76.41,242796,2673494,中縣DF018
697,中市DF022,71.8,244515,2674382,中縣DF019
698,中市DF105,2334.86,242218,2678903,中市L100-18
699,中市DF037,143.96,279959,2694140,中縣DF034
700,中市DF038,2103.99,277469,2696354,中縣DF035
701,中市DF010,2674.68,245993,2684615,中縣DF007
702,中市DF011,1273.59,245676,2683750,中縣DF008
703,中市DF012,29.87,241625,2687126,中縣DF009
704,中市DF013,17.74,241316,2687178,中縣DF010
705,中市DF014,672.21,241739,2685081,中縣DF011
706,中市DF015,59.71,239617,2684730,中縣DF012
707,中市DF016,422.78,240692,2683653,中縣DF013
708,中市DF104,312.46,245478,2688148,中市L100-11
709,中市DF017,43.05,237352,2674672,中縣DF014
710,中市DF018,193.4,239300,2675338,中縣DF015
711,中市DF107,161.66,238549,2676856,中市B102-1
712,中市DF099,41.78,267233,2682108,中縣DF096
713,中市DF100,9.79,266887,2682333,中縣DF097
714,中市DF101,741.76,266041,2680831,中縣DF098
715,中市DF110,198.87,274003,2680513,中市B107-1
716,中市DF023,164.19,243898,2672344,中縣DF020
717,中市DF024,2033.93,247552,2670845,中縣DF021
718,中市DF025,92.13,246311,2674933,中縣DF022
719,中市DF026,757.74,249360,2672362,中縣DF023
720,中市DF027,46.95,248344,2674008,中縣DF024
721,中市DF028,336.27,249755,2673498,中縣DF025
722,中市DF029,379.54,248203,2678516,中縣DF026
723,中市DF030,2920.32,254735,2674403,中縣DF027
724,中市DF031,99.04,252837,2677572,中縣DF028
725,中市DF032,150.03,254099,2677615,中縣DF029
726,中市DF033,920.29,257447,2678168,中縣DF030
727,中市DF034,42.27,257480,2679877,中縣DF031
728,中市DF035,55.37,256963,2679814,中縣DF032
729,中市DF036,340.77,258284,2679225,中縣DF033
730,中市DF106,276.84,247084,2676807,中市L100-12
731,中市DF004,8.53,244543,2691848,中縣DF001
732,中市DF005,10.94,244109,2692318,中縣DF002
733,中市DF006,54.91,242987,2690975,中縣DF003
734,中市DF007,75.23,243015,2690396,中縣DF004
735,中市DF008,5.01,242591,2689738,中縣DF005
736,中市DF009,372.47,243911,2689766,中縣DF006
737,中市DF048,15.58,234398,2679148,中縣DF045
738,中市DF040,1.08,227803,2689218,中縣DF037
739,中市DF042,162.46,234468,2684835,中縣DF039
740,中市DF039,44.34,231247,2687951,中縣DF036
741,中市DF043,43.7,233933,2683924,中縣DF040
742,中市DF041,201.73,227085,2687568,中縣DF038
743,中市DF044,205.64,234901,2680071,中縣DF041
744,中市DF045,160,238788,2682040,中縣DF042
745,中市DF046,14.03,237374,2681883,中縣DF043
746,中市DF047,67.75,236101,2682168,中縣DF044
747,中市DF103,331.13,239293,2681417,中市L100-19
748,中市DF108,88.44,238814,2678214,中市B105-2
749,中市DF049,7.19,234126,2678037,中縣DF046
750,中市DF050,16.06,234229,2675323,中縣DF047
751,中市DF051,11.31,234248,2675054,中縣DF048
752,中市DF052,172.69,234963,2674472,中縣DF049
753,中市DF053,57.33,234739,2673928,中縣DF050
754,中市DF054,19.01,235781,2673580,中縣DF051
755,中市DF055,19.32,234931,2675344,中縣DF052
756,中市DF056,68.25,235849,2675270,中縣DF053
757,中市DF057,393.44,236360,2676544,中縣DF054
758,中市DF080,52.18,208598,2684774,中縣DF077
759,中市DF064,43.2,231760,2673868,中縣DF061
760,中市DF065,71.28,231723,2673113,中縣DF062
761,中市DF066,63.36,232169,2671772,中縣DF063
762,中市DF067,45.87,232760,2671546,中縣DF064
763,中市DF068,22.88,234314,2669106,中縣DF065
764,中市DF069,70.38,235214,2669944,中縣DF066
765,中市DF071,24.94,232939,2673009,中縣DF068
766,中市DF059,81.4,230533,2674568,中縣DF056
767,中市DF060,37.8,230742,2674889,中縣DF057
768,中市DF061,2.52,230546,2672183,中縣DF058
769,中市DF062,3.94,230817,2671746,中縣DF059
770,中市DF063,158.45,231020,2671042,中縣DF060
771,中市DF102,21.3,230369,2674057,中市B100-5
772,中市DF109,13.83,230520,2672940,中市B105-3
773,中市DF058,171.84,227303,2681079,中縣DF055
774,中市DF070,10.28,234781,2672085,中縣DF067
775,中市DF072,440.46,238597,2671815,中縣DF069
776,中市DF073,28.54,237492,2672522,中縣DF070
777,中市DF074,7.18,236315,2672256,中縣DF071
778,中市DF075,26.05,236124,2671772,中縣DF072
779,中市DF076,16.08,235920,2671714,中縣DF073
780,中市DF077,15.84,235270,2671929,中縣DF074
781,中市DF098,56.6,222870,2677094,中縣DF095
782,中市DF083,141.17,221578,2662360,中縣DF080
783,中市DF087,79.51,221213,2658755,中縣DF084
784,中市DF088,21.87,221892,2658543,中縣DF085
785,中市DF081,92.84,223524,2663158,中縣DF078
786,中市DF082,12.2,222471,2663771,中縣DF079
787,中市DF084,70.23,220405,2661871,中縣DF081
788,中市DF085,133.67,220036,2658176,中縣DF082
789,中市DF086,307.16,224656,2656927,中縣DF083
790,投縣DF124,41.06,231352,2644466,南投A072
791,投縣DF125,18.82,231235,2645658,南投A073
792,投縣DF254,163.29,233000,2644910,投縣M105-15
793,投縣DF209,215.47,232046,2650964,投縣M98-09
794,投縣DF210,303.48,231465,2648661,投縣M98-10、投縣M98-10-1
795,投縣DF122,47,231823,2641169,南投A070
796,投縣DF123,89.86,231444,2642815,南投A071
797,投縣DF121,185.51,228316,2646454,南投A074
798,投縣DF005,269.61,248392,2665758,南投061
799,投縣DF006,38.38,246866,2661660,南投059
800,投縣DF007,26.29,246265,2661530,南投058
801,投縣DF008,91.72,245593,2663019,南投A022
802,投縣DF009,9.41,245193,2661776,南投A106
803,投縣DF026,221.28,253319,2645190,南投T001、投縣M107-2
804,投縣DF027,91.3,253540,2645888,南投019
805,投縣DF028,154.2,255959,2644408,南投A014
806,投縣DF029,187.29,253759,2646611,南投018
807,投縣DF010,943.31,261283,2659059,南投A001
808,投縣DF011,58.63,259952,2655187,南投003
809,投縣DF012,1738.95,257581,2658345,南投A002
810,投縣DF013,115.48,259439,2654569,南投004
811,投縣DF014,166.13,257585,2656680,南投006
812,投縣DF015,11.47,257704,2655464,南投A003
813,投縣DF016,189.44,258739,2653737,南投005
814,投縣DF017,29.81,257994,2653956,南投A004
815,投縣DF018,8.57,257135,2654165,南投A005
816,投縣DF019,262.62,256788,2653892,南投A006
817,投縣DF030,54.64,266080,2658735,南投002
818,投縣DF242,550.33,266547,2673889,投縣M100-82
819,投縣DF001,166.17,252161,2662963,南投064
820,投縣DF002,137.57,251622,2663041,南投063
821,投縣DF003,38.57,250700,2663266,南投062
822,投縣DF004,30.07,248469,2662523,南投060
823,投縣DF024,686.52,258942,2645666,南投A013
824,投縣DF025,45.63,258944,2648894,南投014
825,投縣DF244,46.28,258085,2647720,投縣M100-87
826,投縣DF248,4.82,258580,2649562,投縣M101-1
827,投縣DF031,5178.98,274072,2658029,南投001
828,投縣DF020,87.18,262349,2653032,南投008
829,投縣DF021,8.18,260896,2651257,南投新增01
830,投縣DF022,22.19,260519,2651189,南投新增01-2
831,投縣DF023,66.62,257614,2651976,南投011
832,投縣DF164,19.02,235821,2624785,南投N019
833,投縣DF165,340.36,237161,2624831,南投071
834,投縣DF217,23.28,235547,2624606,南投N019-1
835,投縣DF257,30.33,235781,2624092,投縣M105-18
836,投縣DF215,12.22,235265,2636096,投縣M98-11
837,投縣DF173,276.76,239611,2632914,南投A086
838,投縣DF174,133.02,241036,2633650,南投A085
839,投縣DF175,783.09,242128,2634986,南投A084
840,投縣DF159,345.65,231721,2631765,南投A092
841,投縣DF216,191.04,233029,2632125,投縣M98-13、投縣M98-14
842,投縣DF077,28.49,237264,2638928,南投052
843,投縣DF153,139.57,235283,2639827,南投053
844,投縣DF154,216.48,235053,2638512,南投051
845,投縣DF155,43.79,234932,2637474,南投050
846,投縣DF156,30.88,235266,2636935,南投A089
847,投縣DF255,22.09,235318,2637746,投縣M105-8
848,投縣DF166,58.07,237280,2625645,南投070
849,投縣DF167,68.82,237307,2626313,南投069
850,投縣DF168,71.71,236824,2627452,南投A087
851,投縣DF171,36.25,238151,2631970,南投A116
852,投縣DF172,4.28,239495,2632216,南投A115
853,投縣DF238,19.21,239254,2632408,投縣M100-92
854,投縣DF169,133.44,237098,2628512,南投068
855,投縣DF170,84.73,237150,2629186,南投025
856,投縣DF157,150.01,234413,2636169,南投A090
857,投縣DF158,54.28,233522,2636229,南投A091
858,投縣DF150,47.31,235963,2642884,南投056
859,投縣DF151,80.81,236073,2642371,南投055
860,投縣DF152,73.55,235849,2640094,南投A114
861,投縣DF176,357.49,236717,2633776,南投A088
862,投縣DF160,293.34,233980,2629739,南投065
863,投縣DF161,11.59,235025,2629174,南投A117
864,投縣DF162,187.26,234182,2628733,南投066
865,投縣DF163,110.24,234131,2627856,南投067
866,投縣DF256,37.3,233309,2623779,投縣M105-21
867,投縣DF126,6.78,220732,2639671,南投A099
868,投縣DF211,12.41,221618,2641921,投縣M98-12
869,投縣DF128,217.27,224232,2632799,南投A098
870,投縣DF131,9.73,219898,2624099,南投A105
871,投縣DF258,5.46,220013,2625675,投縣M105-13
872,投縣DF129,320.59,222293,2631333,南投A097
873,投縣DF130,9.2,221231,2630297,南投A095
874,投縣DF259,27.65,214209,2614431,投縣M105-10
875,投縣DF260,52.07,216166,2613267,投縣M105-9
876,投縣DF132,8888.4,223945,2615541,南投A123
877,投縣DF133,20.71,216056,2617236,南投041
878,投縣DF184,29.72,241523,2630502,南投A119
879,投縣DF237,373.38,242692,2629658,投縣M100-95
880,投縣DF201,250.98,240646,2603899,南投035
881,投縣DF202,435.83,238387,2605361,南投036
882,投縣DF203,117.36,238760,2606956,南投074
883,投縣DF228,70.74,237385,2604846,投縣M99-19
884,投縣DF229,65.62,237684,2609803,投縣M99-21
885,投縣DF235,47.32,238939,2607922,投縣M100-15
886,投縣DF181,72.07,245175,2632917,南投023
887,投縣DF192,2196.69,232475,2616890,南投072
888,投縣DF220,19.73,235427,2619152,投縣M99-26
889,投縣DF234,157.13,234920,2615990,投縣M100-99
890,投縣DF185,3132.66,239720,2621528,南投026、投縣M105-17
891,投縣DF186,34.92,235553,2622539,南投A120
892,投縣DF187,45.08,235572,2622036,南投A121
893,投縣DF188,333.07,237906,2620625,南投027
894,投縣DF262,25.33,235841,2621346,投縣M105-20
895,投縣DF204,715.9,244041,2607975,南投034
896,投縣DF205,55.65,242780,2607500,南投033
897,投縣DF206,80.58,242209,2607908,南投A122
898,投縣DF207,540.55,242420,2609208,南投032
899,投縣DF208,168.43,240750,2609823,南投031
900,投縣DF194,164.57,236219,2608432,南投040
901,投縣DF195,51.75,236019,2607551,南投039
902,投縣DF196,311.46,234948,2607360,南投038
903,投縣DF197,71.14,235664,2606412,南投A100
904,投縣DF198,213.36,234802,2606256,南投037
905,投縣DF199,846.33,237356,2600418,南投076
906,投縣DF200,658.66,237910,2603115,南投075
907,投縣DF224,8.23,236074,2603039,投縣M99-35
908,投縣DF225,16.3,234471,2603057,投縣M99-34
909,投縣DF226,375.34,233394,2601856,投縣M99-3
910,投縣DF227,2603.5,235533,2599444,投縣M99-3
911,投縣DF223,300.16,237172,2612885,投縣M99-1
912,投縣DF236,50.54,239704,2614958,投縣M100-11
913,投縣DF177,100.74,243989,2636911,南投A081
914,投縣DF178,399.69,245249,2636579,南投022
915,投縣DF179,39.21,244503,2634727,南投A082
916,投縣DF180,7.39,244311,2634529,南投A118
917,投縣DF189,187.64,238111,2619883,南投028
918,投縣DF190,160.81,238700,2618891,南投029
919,投縣DF191,179.81,239140,2618114,南投030
920,投縣DF219,28.06,237673,2619209,投縣M99-22
921,投縣DF182,114.69,244136,2630571,南投A083
922,投縣DF183,26.11,243073,2630819,南投024
923,投縣DF218,1630.49,245025,2627786,南投M98-10
924,投縣DF193,1494.41,234707,2612802,南投073
925,投縣DF221,25.48,237473,2614673,投縣M99-47
926,投縣DF222,4.86,238010,2614416,投縣M99-52
927,投縣DF053,116.67,250543,2648633,南投016
928,投縣DF072,49.26,249989,2654086,南投010
929,投縣DF073,36.46,250578,2653649,南投A112
930,投縣DF040,83.18,240264,2651080,南投A042
931,投縣DF041,35.75,240377,2650678,南投A043
932,投縣DF042,71.9,240032,2650295,南投A044
933,投縣DF043,420.41,240099,2648520,南投A045
934,投縣DF044,81.01,238359,2650067,南投A046
935,投縣DF054,19.81,249926,2648945,南投A015
936,投縣DF055,5.98,249541,2649144,南投A016
937,投縣DF056,2.46,248617,2651621,南投A020-1
938,投縣DF057,10.35,249180,2649723,南投A017
939,投縣DF058,8.31,249050,2649858,南投A018
940,投縣DF059,16.72,248786,2650619,南投A019
941,投縣DF060,9.07,248745,2651214,南投A020
942,投縣DF032,19.43,241122,2652316,南投A040
943,投縣DF033,22.27,241745,2652096,南投A039
944,投縣DF034,44.71,241853,2651800,南投A038
945,投縣DF035,90.95,242171,2651175,南投A037
946,投縣DF036,105.33,243110,2650584,南投A035
947,投縣DF250,56.48,241215,2651870,投縣M105-4
948,投縣DF037,216.24,241811,2649422,南投A036
949,投縣DF038,99.53,243991,2648074,南投A034
950,投縣DF039,34.72,240878,2649748,南投A041
951,投縣DF061,40.53,250741,2650343,南投013
952,投縣DF062,75.8,250702,2649610,南投015
953,投縣DF063,2.91,249443,2650989,南投A113
954,投縣DF064,1.92,250043,2652434,南投A012
955,投縣DF065,54.77,252231,2652767,南投012
956,投縣DF066,19.82,252467,2653344,南投A011
957,投縣DF067,8.95,252422,2653568,南投A010
958,投縣DF068,14.5,252726,2653544,南投A009
959,投縣DF069,281.74,253813,2653266,南投A008
960,投縣DF070,1.77,253881,2654430,南投A007
961,投縣DF071,397.67,255138,2653216,南投009
962,投縣DF239,377.04,254284,2651315,投縣M100-90
963,投縣DF240,109.66,252727,2651974,投縣M100-89
964,投縣DF241,339.69,252089,2649910,投縣M100-88
965,投縣DF243,701.6,254257,2657066,投縣M100-84
966,投縣DF074,173.17,249752,2656473,南投007
967,投縣DF075,108.22,247963,2657862,南投A021
968,投縣DF045,20.49,249080,2645632,南投A027
969,投縣DF046,10.47,248478,2646240,南投A028
970,投縣DF047,24.89,248907,2646259,南投A029
971,投縣DF048,5.54,249088,2646498,南投A030
972,投縣DF049,4.73,249274,2646560,南投A031
973,投縣DF050,214.76,251239,2644088,南投T002
974,投縣DF051,198.19,251444,2645504,南投020
975,投縣DF052,434.72,251504,2647617,南投017
976,投縣DF116,7.82,226297,2654820,南投A079
977,投縣DF246,58.84,225910,2655081,投縣M100-47
978,投縣DF117,13.22,227682,2652296,南投A078
979,投縣DF118,6.77,227838,2652626,南投A077
980,投縣DF119,604.67,232126,2652857,南投A076
981,投縣DF120,29.51,231213,2654377,南投A075
982,投縣DF247,25.62,228995,2655211,投縣M100-51
983,投縣DF249,144.56,236732,2655065,投縣M102-4
984,投縣DF088,190.43,233199,2662089,南投A056
985,投縣DF089,20.23,234175,2659826,南投A057
986,投縣DF090,8.54,237454,2660672,南投A047
987,投縣DF108,22.84,243981,2661248,南投N056
988,投縣DF109,60.88,239403,2662198,南投A109
989,投縣DF110,50.84,240164,2662255,南投A108
990,投縣DF111,61.27,241085,2660108,南投A024
991,投縣DF112,38.65,241733,2660946,南投A107
992,投縣DF113,857.4,241522,2664572,南投A023、投縣M106-3
993,投縣DF245,6.46,243101,2662381,投縣M100-61
994,投縣DF084,22.63,236269,2662725,南投A048
995,投縣DF085,48.76,235145,2663196,南投A049
996,投縣DF114,443.83,239858,2664732,南投A026
997,投縣DF115,147.06,240173,2666247,南投A025
998,投縣DF086,51.81,234763,2665180,南投A050
999,投縣DF087,12.67,233028,2666467,南投A051
1000,投縣DF251,182.47,236201,2666893,投縣M105-1
1001,投縣DF101,993.46,234388,2648029,南投A069
1002,投縣DF102,109.8,235565,2646837,南投A066
1003,投縣DF103,96.2,235618,2647663,南投A067
1004,投縣DF104,41.78,235651,2646103,南投A065
1005,投縣DF105,100.06,235441,2645755,南投A064
1006,投縣DF106,158.91,236060,2644579,南投A063
1007,投縣DF107,11.32,236919,2649216,南投A068
1008,投縣DF231,63.94,234525,2645054,投縣M100-65
1009,投縣DF100,22.09,234296,2654404,南投A060
1010,投縣DF091,61.64,232329,2662321,南投A052
1011,投縣DF092,41.9,231934,2661479,南投A053
1012,投縣DF093,242.19,232854,2659408,南投A058
1013,投縣DF094,60.97,232086,2658832,南投A059
1014,投縣DF095,6.95,231767,2658475,南投A110
1015,投縣DF096,93.79,231413,2659843,南投057
1016,投縣DF097,22.54,231127,2660211,南投A054
1017,投縣DF098,54.82,229914,2659858,南投A055
1018,投縣DF099,13.33,230133,2659248,南投A111
1019,投縣DF252,24.85,231507,2658636,投縣M105-7
1020,投縣DF253,16.3,229881,2658544,投縣M105-6
1021,投縣DF230,137,232124,2655137,投縣M100-71
1022,投縣DF081,247.18,245748,2638154,南投021
1023,投縣DF076,40.07,237214,2644369,南投A062
1024,投縣DF078,23.59,237187,2643940,南投A061
1025,投縣DF079,33.97,237624,2640486,南投054
1026,投縣DF080,129.7,243943,2637773,南投A080
1027,投縣DF082,47.08,247633,2641367,南投A032
1028,投縣DF083,56.88,244168,2647171,南投A033
1029,投縣DF139,201.27,228036,2618029,南投A104
1030,投縣DF140,44.57,228703,2617827,南投A103
1031,投縣DF141,304.89,229566,2617507,南投A102
1032,投縣DF142,33.41,229886,2618410,南投A101
1033,投縣DF143,55.06,229529,2620488,南投042
1034,投縣DF144,105.34,229091,2621018,南投044
1035,投縣DF145,121.71,228795,2621768,南投046
1036,投縣DF146,172.57,228628,2622747,南投048
1037,投縣DF147,241.79,228353,2623938,南投049
1038,投縣DF233,70.91,229802,2618877,投縣M100-73
1039,投縣DF261,22.11,229553,2619940,投縣M105-14
1040,投縣DF149,75.92,227889,2627431,南投A094
1041,投縣DF135,79.59,225828,2622682,南投047
1042,投縣DF134,34.57,223038,2630485,南投A096
1043,投縣DF136,17.09,226685,2622257,南投N015
1044,投縣DF137,208.63,226911,2619670,南投045
1045,投縣DF138,47.91,228083,2619965,南投043
